question_id,original_question,improved_question,quality_score,remembering_score,understanding_score,applying_score,analyzing_score,evaluating_score,creating_score,language_score,average_confidence,pass_rate,agent_agreement
77,"If you have a rectangle with a length that is twice its width, and its perimeter is 30 meters, what is its area in square meters or feet?","A rectangular garden has a length that is twice its width. If the perimeter of the garden is 30 meters, what is the area of the garden in square meters? Also, convert the area into square feet (1 meter = 3.28084 feet)."",
    ""solution"": ""First, we need to find the dimensions of the rectangle using the given perimeter. Let the width be \( w \) meters. Then the length is \( 2w \) meters. The perimeter of a rectangle is given by the formula \( 2 \times (\text{length} + \text{width}) \). Substituting the given values, we get \( 2 \times (2w + w) = 30 \), which simplifies to \( 6w = 30 \). Solving for \( w \), we find \( w = 5 \) meters. Therefore, the length is \( 2 \times 5 = 10 \) meters. The area of the rectangle is \( \text{length} \times \text{width} = 10 \times 5 = 50 \) square meters. To convert this area into square feet, we use the conversion factor \( 1 \text{ meter} = 3.28084 \text{ feet} \). Thus, \( 1 \text{ square meter} = (3.28084)^2 \text{ square feet} \approx 10.7639 \text{ square feet} \). Therefore, the area in square feet is \( 50 \times 10.7639 \approx 538.195 \) square feet.",0.989,90.0,85.0,85.0,90.0,90.0,85.0,85.0,94.28571428571429,1.0,0.971605724466084
78,"A car travels between two cities, A and B. If the car takes 3 hours to travel from A to B at an average speed of 60 km/h, how long will it take to return from B to A if the return speed is 60 km/h more than the original speed?","A car travels between two cities, A and B, covering a distance of 180 km. If the car takes 3 hours to travel from A to B at an average speed of 60 km/h, how long will it take to return from B to A if the return speed is 60 km/h more than the original speed?",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
79,"Two trains start from the same point, heading towards a common destination, 100 miles apart. One train travels at a constant speed of 30 mph, while the other train accelerates uniformly over the distance. How long will it take for the faster train to reach the destination?","Two trains start from the same point and head towards a 100-mile distant destination. Train A travels at a constant speed of 30 mph. Train B starts from rest and accelerates uniformly to reach the destination in the same time as Train A. What is the acceleration of Train B, and how long will it take for both trains to reach the destination?",0.826,80.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.9514087342096225
80,A rectangular field has a perimeter of 100 meters. Calculate the area of the field.,"A rectangular field has a perimeter of 100 meters and a length-to-width ratio of 3:2. What is the area of the field?"",
    ""solution"": ""To solve this problem, we first need to express the dimensions of the rectangle in terms of a single variable using the given length-to-width ratio. Let the width be \(2x\) and the length be \(3x\). Using the formula for the perimeter of a rectangle, \(P = 2(l + w)\), we can set up an equation based on the given perimeter. Substituting the known values, we get \(100 = 2(3x + 2x)\). Simplifying, we find \(100 = 10x\), so \(x = 10\). Now, we can find the dimensions: the width is \(2x = 20\) meters and the length is \(3x = 30\) meters. Finally, the area \(A\) of the rectangle is given by \(A = l \times w = 30 \times 20 = 600\) square meters. Therefore, the area of the field is 600 square meters.",0.99,90.0,90.0,90.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9807126791906836
81,"If a car travels at a speed of 60 miles per hour for 2 hours, how far does the car travel if it starts with half a tank of gas?","A car travels at a constant speed of 60 miles per hour. If it starts with a full tank of gas, which holds enough fuel for 300 miles, how long can the car travel before it runs out of gas? Assume the car's fuel efficiency remains constant throughout the journey."",
    ""solution"": ""To solve this problem, we need to determine the relationship between the car's fuel efficiency, the amount of fuel in the tank, and the distance it can travel. Given that the car has a full tank of gas that can cover 300 miles, we can use this information to find the fuel efficiency of the car in miles per gallon (mpg). We then use this efficiency to calculate how long the car can travel before it runs out of gas. However, since the problem does not provide the fuel efficiency directly, we can infer that the distance the car can travel is directly proportional to the amount of fuel in the tank. Therefore, the car can travel for 5 hours before it runs out of gas, assuming it uses up all the fuel in the tank at the given speed.",0.829,70.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9196031103347022
82,"If a train travels from City A to City B at 60 miles per hour, and another train travels from City A to City C at 80 miles per hour, how long does it take for the first train to reach City D if both trains start at the same time?","Two trains leave City A at the same time. Train X travels to City B at a constant speed of 60 miles per hour, while Train Y travels to City C at a constant speed of 80 miles per hour. If City B is 300 miles away from City A and City C is 400 miles away from City A, how long will it take for each train to reach their respective destinations? Additionally, if Train X stops for 15 minutes at City B before continuing to City D, which is 100 miles further, calculate the total travel time for Train X to reach City D.",0.83,70.0,85.0,85.0,85.0,90.0,85.0,95.0,93.57142857142857,1.0,0.9168109669192297
83,"In a math class, the teacher asks: 'If you double a number, then add 10, the result is 3. What is the number?' Consider all possible scenarios and provide a detailed solution.","In a magical land, every wizard has a special number. When you double their number and add 10, the result is 3. However, in this land, wizards can also have negative numbers and even fractional values. Can you find out what number a wizard might have? Provide a detailed solution.",0.987,90.0,85.0,85.0,85.0,85.0,85.0,95.0,93.57142857142857,1.0,0.958204758085305
84,"A rectangle has a length that is twice the width, and its perimeter is 36 units. What are the possible dimensions of the rectangle if the width is a prime number?","A rectangle has a length that is twice the width, and its perimeter is 48 units. What are the possible dimensions of the rectangle if the width must be a prime number? Provide all valid solutions."",
    ""solution"": ""First, express the perimeter equation in terms of the width \(w\). Since the length \(l = 2w\) and the perimeter is 48, we have \(2(l + w) = 48\). Substitute \(l = 2w\) into the equation to get \(2(2w + w) = 48\), which simplifies to \(6w = 48\). Solving for \(w\) gives \(w = 8\). However, since the width must be a prime number and 8 is not prime, there are no valid dimensions for the rectangle under the given conditions. Therefore, the problem has no solution.",0.597,100.0,85.0,70.0,85.0,85.0,70.0,70.0,91.42857142857143,1.0,0.8699385977283268
85,"A rectangle has a length that is twice its width, and the perimeter of the rectangle is known. What is the rectangle's area in square units?","A rectangle has a length that is twice its width. If the perimeter of the rectangle is 60 units, what is the rectangle's area in square units?"",
    ""solution"": ""First, let the width of the rectangle be denoted as \( w \). Since the length is twice the width, the length can be expressed as \( 2w \). The perimeter of a rectangle is given by the formula \( 2 \times (\text{length} + \text{width}) \). Substituting the given perimeter and the expressions for length and width, we have:\n\[ 2 \times (2w + w) = 60 \]\nSimplifying inside the parentheses gives:\n\[ 2 \times 3w = 60 \]\nThis simplifies further to:\n\[ 6w = 60 \]\nSolving for \( w \), we get:\n\[ w = 10 \]\nThe length of the rectangle is then:\n\[ 2w = 2 \times 10 = 20 \]\nThe area of the rectangle is calculated by multiplying the length and the width:\n\[ \text{Area} = \text{length} \times \text{width} = 20 \times 10 = 200 \]\nTherefore, the area of the rectangle is 200 square units.",0.991,90.0,85.0,85.0,90.0,95.0,85.0,95.0,95.42857142857143,1.0,0.9533523848412376
86,A rectangle has a length that is twice its width. What is the perimeter of the rectangle if the area is 50 square units?,"A rectangle has a length that is twice its width. If the area of the rectangle is 50 square units, what is the perimeter of the rectangle? Assume the dimensions are integers."",
    ""solution"": ""First, let's define the width of the rectangle as \( w \) and the length as \( 2w \). The area of the rectangle is given by the product of its length and width, so we have the equation \( w \times 2w = 50 \). This simplifies to \( 2w^2 = 50 \), or \( w^2 = 25 \). Solving for \( w \), we get \( w = 5 \) (since width cannot be negative). Therefore, the length is \( 2w = 10 \). The perimeter of a rectangle is given by the formula \( 2 \times (\text{length} + \text{width}) \). Substituting the values, the perimeter is \( 2 \times (10 + 5) = 2 \times 15 = 30 \) units. Thus, the perimeter of the rectangle is 30 units.",0.831,100.0,85.0,50.0,85.0,85.0,85.0,95.0,94.28571428571429,1.0,0.8227654585185665
87,"A rectangle has a width that is double its height. If the area of the rectangle is unknown, calculate its perimeter and the width.","A rectangle has a width that is double its height. If the area of the rectangle is 50 square units, calculate its perimeter and width.",0.99,90.0,90.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.9642229123600033
88,"A farmer has a rectangular field, and he wants to plant 200 trees around the edge. If one side of the field is twice as long as the other, how many trees need to be planted on the longer side?","A farmer has a rectangular field where one side is exactly twice as long as the other. She plans to plant 200 trees around the edge of the field, ensuring that there are 10 trees at each corner and the rest are evenly spaced along each side. How many trees will be planted on the longer side of the field?"",
    ""solution"": ""To solve this problem, we first account for the trees planted at the corners. Since there are 4 corners and 10 trees at each corner, the total number of corner trees is 4 * 10 = 40 trees. This leaves us with 200 - 40 = 160 trees to be evenly distributed along the edges. Let's denote the shorter side of the rectangle as \( x \) and the longer side as \( 2x \). There are two shorter sides and two longer sides, so the perimeter of the rectangle is \( 2x + 2(2x) = 6x \). Excluding the corners, each side will have \( 8 \) evenly spaced trees (since 10 trees at each end of a side leave 8 trees in between for spacing). Therefore, the number of trees on the longer side can be calculated by considering the contribution from both longer sides. The number of trees on one longer side is \( 8 + 8 = 16 \), and since there are two longer sides, the total number of trees on the longer sides is \( 2 * 16 = 32 \). However, since the trees at the corners are counted twice, we subtract the 10 corner trees already counted once, leaving us with \( 32 - 10 = 22 \) trees on each longer side. Thus, the number of trees on the longer side is 22.",0.824,80.0,85.0,85.0,85.0,85.0,85.0,95.0,90.71428571428571,1.0,0.9514087342096225
89,"If a car travels from Town A to Town B at 60 km/h and returns at 40 km/h, what is the average speed for the entire journey?","A car travels from Town A to Town B at 60 km/h and returns at 40 km/h. If the distance between the two towns is 120 km, what is the average speed for the entire round trip in kilometers per hour?",0.991,90.0,85.0,85.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.948565550012636
90,"A rectangle and a triangle have the same area, and the rectangle's length is double its width. If the perimeter of the triangle is the same as the perimeter of the rectangle, find the dimensions of the rectangle.","A rectangle and an isosceles right triangle have the same area. The rectangle's length is double its width. If the perimeter of the triangle is 24 units, find the dimensions of the rectangle."",
    ""solution"": ""First, let's denote the width of the rectangle as \( w \) and its length as \( 2w \). The area of the rectangle is then \( 2w^2 \).

For the isosceles right triangle, let the legs be \( x \). The area of the triangle is \( \frac{1}{2}x^2 \). Since the areas are equal, we have:
\[ 2w^2 = \frac{1}{2}x^2 \]
\[ 4w^2 = x^2 \]
\[ x = 2w \]

The perimeter of the triangle is the sum of its three sides, which are two legs and the hypotenuse. Using the Pythagorean theorem, the hypotenuse is \( x\sqrt{2} = 2w\sqrt{2} \). Therefore, the perimeter is:
\[ 2x + 2w\sqrt{2} = 24 \]
Substituting \( x = 2w \):
\[ 2(2w) + 2w\sqrt{2} = 24 \]
\[ 4w + 2w\sqrt{2} = 24 \]
\[ w(4 + 2\sqrt{2}) = 24 \]
\[ w = \frac{24}{4 + 2\sqrt{2}} \]
Rationalizing the denominator:
\[ w = \frac{24}{4 + 2\sqrt{2}} \cdot \frac{4 - 2\sqrt{2}}{4 - 2\sqrt{2}} = \frac{24(4 - 2\sqrt{2})}{16 - 8} = \frac{24(4 - 2\sqrt{2})}{8} = 3(4 - 2\sqrt{2}) = 12 - 6\sqrt{2} \]

The length of the rectangle is \( 2w = 2(12 - 6\sqrt{2}) = 24 - 12\sqrt{2} \).

Thus, the dimensions of the rectangle are \( \boxed{12 - 6\sqrt{2} \text{ and } 24 - 12\sqrt{2}} \).",0.696,70.0,85.0,85.0,85.0,85.0,85.0,75.0,90.71428571428571,1.0,0.9287365052224916
91,"A train travels from City A to City B, a distance of 180 miles, at a speed of 60 mph. If the train stops for 15 minutes every hour, how long does the entire journey take?","A train travels from City A to City B, a distance of 180 miles, at a constant speed of 60 mph but must stop for 15 minutes every hour due to maintenance requirements. How long does the entire journey take, including all stops?",0.99,90.0,85.0,85.0,85.0,90.0,85.0,95.0,95.0,1.0,0.9585445568000587
92,"A rectangle has a perimeter of X meters, where X is an integer. If the length and the width of the rectangle are both integers, find the area of the rectangle.","A rectangle has a perimeter of 20 meters, and its length is twice its width. What is the area of the rectangle?"",
    ""solution"": ""Given that the perimeter of the rectangle is 20 meters and the length is twice the width, we can set up the following equations based on the perimeter formula and the relationship between length and width. Let's denote the width as \( w \) and the length as \( l \). Therefore, \( l = 2w \). The perimeter of the rectangle is given by \( 2(l + w) = 20 \). Substituting \( l = 2w \) into the perimeter equation, we get \( 2(2w + w) = 20 \), which simplifies to \( 6w = 20 \). Solving for \( w \), we find \( w = \frac{20}{6} = \frac{10}{3} \). Since \( l = 2w \), we have \( l = 2 \times \frac{10}{3} = \frac{20}{3} \). The area of the rectangle is then calculated as \( l \times w = \frac{20}{3} \times \frac{10}{3} = \frac{200}{9} \) square meters. Thus, the area of the rectangle is \( \frac{200}{9} \) square meters.",0.697,70.0,85.0,85.0,85.0,85.0,85.0,75.0,91.42857142857143,1.0,0.9287365052224916
93,"A rectangle has a length that is twice its width. If the area of the rectangle is 50 square units, what is the perimeter? Assume the width is not greater than 5 units.","A rectangle has a length that is twice its width. If the area of the rectangle is 50 square units, what is the perimeter of the rectangle? Assume the width is exactly 5 units."",
    ""solution"": ""Given that the length of the rectangle is twice its width, let the width be \( w \) units. Then the length is \( 2w \) units. The area of the rectangle is given by \( w \times 2w = 50 \). This simplifies to \( 2w^2 = 50 \), or \( w^2 = 25 \). Since the width must be positive, we have \( w = 5 \) units. The length is therefore \( 2 \times 5 = 10 \) units. The perimeter of the rectangle is calculated as \( 2(\text{length} + \text{width}) = 2(10 + 5) = 30 \) units. Thus, the perimeter of the rectangle is 30 units.",0.99,90.0,85.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.960492100922852
94,"A train leaves Station A traveling towards Station B at a speed of \(v\) km/h. Another train leaves Station B at the same time heading towards Station A at a speed of \(2v\) km/h. If the distance between Station A and Station B is \(d\) km, how long after they start will the trains meet if there is a time zone difference of 1 hour between the stations?","Two trains are traveling towards each other from opposite ends of a straight track. Train A departs from Station A at a speed of \(v\) km/h and Train B departs from Station B at a speed of \(2v\) km/h. The distance between Station A and Station B is \(d\) km. If both trains leave their respective stations at exactly the same time, how long will it take for the trains to meet? Assume no time zone differences affect their travel times."",
    ""solution"": ""To find the time it takes for the trains to meet, we need to determine the combined speed at which they are closing the distance between them. Since Train A travels at \(v\) km/h and Train B travels at \(2v\) km/h, their combined speed is \(v + 2v = 3v\) km/h. The total distance between the two stations is \(d\) km. Using the formula time = distance / speed, the time \(t\) it takes for the trains to meet is given by \(t = \frac{d}{3v}\). Therefore, the trains will meet after \(\frac{d}{3v}\) hours.",0.83,80.0,85.0,85.0,90.0,90.0,90.0,95.0,93.57142857142857,1.0,0.9485808510541727
95,"A rectangle is painted on a wall. The length of the rectangle is twice its width, and the perimeter is 30 meters. What is the area of the wall?","A rectangular painting is hung on a wall. The length of the painting is twice its width, and the perimeter of the painting is 30 meters. If the painting covers the entire area of a square wall, what is the area of the wall?"",
    ""solution"": ""First, determine the dimensions of the painting. Let the width of the painting be \( w \) meters. Then, the length of the painting is \( 2w \) meters. The perimeter of the painting is given by the formula \( 2 \times (\text{length} + \text{width}) \). Substituting the known values, we get \( 2 \times (2w + w) = 30 \). Simplifying, we have \( 6w = 30 \), so \( w = 5 \) meters. Therefore, the length of the painting is \( 2 \times 5 = 10 \) meters. Since the painting covers the entire area of the square wall, the side length of the wall must be equal to the length of the painting, which is 10 meters. The area of the wall is then calculated as \( 10 \times 10 = 100 \) square meters.",0.826,80.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.9514087342096225
96,"A store sells apples in bags. If a bag can hold up to 10 apples, how many apples are in 5 bags?","A store sells apples in bags, with each bag containing exactly 8 apples. How many apples are in 5 such bags?"",
    ""solution"": ""To solve this problem, we need to determine the total number of apples in 5 bags, given that each bag contains exactly 8 apples. We can find the total number of apples by multiplying the number of apples in one bag by the number of bags. Therefore, the calculation is: \( 8 \text{ apples/bag} \times 5 \text{ bags} = 40 \text{ apples} \). The final answer is 40 apples.",0.831,80.0,85.0,85.0,90.0,90.0,90.0,100.0,94.28571428571429,1.0,0.9344835612529359
97,"If the sum of a number and its square is equal to 20, and the number is an even integer, what could the number possibly be?","Find all possible even integer values for a number such that the sum of the number and its square equals 20."",
    ""solution"": ""First, set up the equation \(x + x^2 = 20\). Rearrange it to form a standard quadratic equation: \(x^2 + x - 20 = 0\). Solve this quadratic equation using the quadratic formula \(x = \frac{-b \pm \sqrt{b^2 - 4ac}}{2a}\), where \(a = 1\), \(b = 1\), and \(c = -20\). This gives \(x = \frac{-1 \pm \sqrt{1 + 80}}{2} = \frac{-1 \pm \sqrt{81}}{2} = \frac{-1 \pm 9}{2}\). Thus, the solutions are \(x = 4\) and \(x = -5\). Since we are looking for even integer solutions, the only valid solution is \(x = 4\). Therefore, the number is 4.",0.986,90.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.958204758085305
98,"A rectangular garden is twice as long as it is wide. If the area of the garden is 50 square meters, what are the dimensions of the garden?","A rectangular garden is twice as long as it is wide. If the area of the garden is 72 square meters, what are the dimensions of the garden? Express your answer as a simplified radical if necessary."",
    ""solution"": ""Let the width of the garden be \( x \) meters. Then the length is \( 2x \) meters. The area of the garden is given by the equation \( x \times 2x = 72 \). This simplifies to \( 2x^2 = 72 \). Dividing both sides by 2 gives \( x^2 = 36 \). Taking the square root of both sides, we get \( x = \sqrt{36} = 6 \) meters. Therefore, the length is \( 2x = 2 \times 6 = 12 \) meters. The dimensions of the garden are \( 6 \) meters by \( 12 \) meters.",0.987,90.0,85.0,85.0,90.0,90.0,85.0,85.0,93.57142857142857,1.0,0.971605724466084
99,"If a train travels at a constant speed of 's' miles per hour for two intervals, first for 3 hours during a storm and then during good weather, covering twice the distance, how long does the whole trip take?","A train travels at a constant speed of 60 miles per hour during a storm for 3 hours. After the storm, the train travels at the same speed for a duration such that the total distance covered during and after the storm is twice the distance covered during the storm. How long did the entire journey take?",0.829,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9514087342096225
100,"If a train leaves Town A at 3:00 PM traveling at 50 miles per hour, and another train leaves Town B for Town A at the same time traveling at 60 miles per hour, how long will it take for the trains to meet?","Two towns, A and B, are 420 miles apart. Train X departs from Town A towards Town B at 3:00 PM at a speed of 50 miles per hour, while Train Y departs from Town B towards Town A at the same time at a speed of 60 miles per hour. At what time will the two trains meet?",0.833,80.0,90.0,85.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9502869838470244
101,"If a train travels from City A to City B at a speed of 60 miles per hour, and leaves at 3 PM, what time will it arrive at City B?","A high-speed train departs from City A at 3 PM and travels to City B at a constant speed of 60 miles per hour. If the distance between City A and City B is 300 miles, what time will the train arrive at City B? Assume no stops or delays during the journey.",0.993,100.0,90.0,85.0,90.0,90.0,90.0,100.0,96.42857142857143,1.0,0.9430351222608563
102,"If a train travels from City A to City B at a constant speed, and then returns to City A at a different constant speed, how long does the entire journey take?","A train departs from City A to City B at a constant speed of 60 km/h and immediately returns to City A at a constant speed of 90 km/h. If the distance between City A and City B is 180 km, how long does the entire round trip take?"",
    ""solution"": ""To find the total travel time for the round trip, we need to calculate the time taken for each leg of the journey separately and then sum them up. First, determine the time taken for the trip from City A to City B using the formula \( \text{time} = \frac{\text{distance}}{\text{speed}} \). The distance is 180 km and the speed is 60 km/h, so the time for the first leg is \( \frac{180}{60} = 3 \) hours. For the return trip from City B to City A, the distance remains 180 km but the speed is 90 km/h, so the time for the second leg is \( \frac{180}{90} = 2 \) hours. Adding these times together gives the total travel time: \( 3 + 2 = 5 \) hours. Therefore, the entire round trip takes 5 hours.",0.992,90.0,90.0,85.0,95.0,95.0,95.0,100.0,96.14285714285714,1.0,0.951349574458948
103,"A rectangle has a length that is twice its width and an area of 50 square units. If the perimeter of the rectangle is increased by 10 units, what does the new width become?","A rectangle has a length that is twice its width and an area of 50 square units. If the perimeter of the rectangle is increased by 10 units, and assuming the change is proportional to the original dimensions, what does the new width become?"",
    ""solution"": ""First, we find the original dimensions of the rectangle. Let the width be \( w \). Then the length is \( 2w \), and the area is \( 2w^2 = 50 \). Solving for \( w \), we get \( w^2 = 25 \) and \( w = 5 \). So, the original width is 5 units and the original length is 10 units. The original perimeter is \( 2(5 + 10) = 30 \) units. After the perimeter increases by 10 units, the new perimeter is 40 units. Since the change is proportional, the new dimensions will also increase proportionally. Let the new width be \( w' \) and the new length be \( 2w' \). The new perimeter is \( 2(w' + 2w') = 6w' = 40 \). Solving for \( w' \), we get \( w' = \frac{40}{6} = \frac{20}{3} \). Therefore, the new width is \( \frac{20}{3} \) units.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
104,"Two trains leave from the same station heading opposite directions on parallel tracks at the same exact time. If Train A travels at twice the speed of Train B and Train B takes 3 hours to reach its destination, how long does it take Train A to reach its destination?","Two trains leave from the same station heading opposite directions on parallel tracks at the same exact time. Train A travels at twice the speed of Train B. If Train B takes 3 hours to travel 180 miles to its destination, how long does it take Train A to reach its destination, which is also 180 miles away?"",
    ""solution"": ""First, determine the speed of Train B. Since Train B takes 3 hours to travel 180 miles, its speed is \( \frac{180 \text{ miles}}{3 \text{ hours}} = 60 \text{ miles per hour} \). Given that Train A travels at twice the speed of Train B, Train A's speed is \( 2 \times 60 = 120 \text{ miles per hour} \). To find out how long it takes Train A to travel 180 miles, use the formula \( \text{time} = \frac{\text{distance}}{\text{speed}} \). Therefore, the time it takes for Train A to reach its destination is \( \frac{180 \text{ miles}}{120 \text{ miles per hour}} = 1.5 \) hours. Thus, Train A takes 1.5 hours to reach its destination.",0.83,80.0,90.0,85.0,90.0,90.0,85.0,85.0,93.57142857142857,1.0,0.9595125662349888
105,"A train leaves Town A heading towards Town B at a speed of 80 km/h. Two hours later, another train leaves Town B heading towards Town A at a speed of 100 km/h. At what time do the trains meet?","Two cities, Alpha and Beta, are 600 kilometers apart. A train departs from Alpha towards Beta at 9:00 AM at a speed of 80 km/h. Two hours later, another train departs from Beta towards Alpha at a speed of 100 km/h. At what time do the two trains meet, and how far from each city do they meet?"",
    ""solution"": ""To find the time and location where the two trains meet, we need to calculate the distance each train travels until they meet and then determine the meeting time and location. Let's denote the time after the second train departs as \( t \) hours. In that time, the first train has been traveling for \( t + 2 \) hours (since it started 2 hours earlier). The distance traveled by the first train in \( t + 2 \) hours is \( 80(t + 2) \) km, and the distance traveled by the second train in \( t \) hours is \( 100t \) km. Since the total distance between the two cities is 600 km, we can set up the following equation: \( 80(t + 2) + 100t = 600 \). Solving for \( t \), we get: \( 80t + 160 + 100t = 600 \), which simplifies to \( 180t + 160 = 600 \). Subtracting 160 from both sides gives \( 180t = 440 \), so \( t = \frac{440}{180} = \frac{22}{9} \) hours. Converting \( \frac{22}{9} \) hours to minutes, we have \( \frac{22}{9} \times 60 \approx 146.67 \) minutes, which is approximately 2 hours and 27 minutes. Therefore, the two trains meet 2 hours and 27 minutes after the second train departs, which is at 11:27 AM. To find the meeting point, we calculate the distance traveled by the first train in 4.22 hours (9:00 AM + 2 hours + 2 hours and 27 minutes): \( 80 \times 4.22 = 337.6 \) km from Alpha. Thus, the trains meet at 11:27 AM, 337.6 km from Alpha and 262.4 km from Beta.",0.989,90.0,85.0,85.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9642229123600033
106,"A train travels towards a city at a speed of 60 km/h. After 2 hours, another train starts from the same point at a speed of 80 km/h. How long will it take for the second train to catch up with the first train if both trains maintain constant speeds until they meet at the city?","A train departs from Station A towards Station B at a constant speed of 60 km/h. Two hours later, a second train leaves Station A at a constant speed of 80 km/h towards the same destination. Assuming both trains maintain their speeds and travel in the same direction, how long will it take for the second train to catch up with the first train? Ignore any potential delays or changes in speed.",0.989,90.0,85.0,85.0,85.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9585445568000587
107,"If a car travels at a constant speed of 60 mph and a second car starts traveling towards it from a distance of 120 miles at a constant speed of 70 mph, find the point where the cars meet, assuming they started at the same point.","Two cars start simultaneously from opposite ends of a straight 120-mile road, heading towards each other. Car A travels at a constant speed of 60 mph, while Car B travels at a constant speed of 70 mph. At what distance from Car A's starting point do the cars meet?"",
    ""solution"": ""To solve this problem, we need to determine the point where the two cars meet by calculating the distance each car travels until they collide. Let \( t \) be the time in hours it takes for the cars to meet. The distance traveled by Car A is \( 60t \) miles, and the distance traveled by Car B is \( 70t \) miles. Since the total distance between the two starting points is 120 miles, we can set up the equation: \( 60t + 70t = 120 \). Solving for \( t \), we get \( 130t = 120 \), so \( t = \frac{120}{130} = \frac{12}{13} \) hours. The distance from Car A's starting point to the meeting point is \( 60 \times \frac{12}{13} = \frac{720}{13} \) miles. Therefore, the cars meet at a distance of \( \frac{720}{13} \) miles from Car A's starting point.",0.99,90.0,85.0,85.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9642229123600033
108,"In a class of 30 students, half of them have bicycles. How many bicycles are there if each bicycle can hold two students and are evenly distributed?","In a class of 30 students, half of them own a bicycle. If each bicycle can accommodate exactly two students, how many bicycles are needed to ensure every student can ride, assuming bicycles are shared as evenly as possible?"",
    ""solution"": ""To solve this problem, first determine the number of students who own a bicycle. Since half of the 30 students own a bicycle, we calculate \( \frac{30}{2} = 15 \) bicycles. Next, since each bicycle can accommodate exactly two students, we need to check if these 15 bicycles can accommodate all 30 students. If each of the 15 bicycles is fully utilized, they can accommodate \( 15 \times 2 = 30 \) students, which matches the total number of students. Therefore, the number of bicycles needed is 15.",0.984,90.0,85.0,85.0,85.0,85.0,85.0,85.0,92.14285714285714,1.0,0.9795875854768068
109,"A train travels from Station A to Station B with a speed of 60 miles per hour. If it returns to Station A, what is the total time taken for the round trip?","A train departs from Station A to Station B at a constant speed of 60 miles per hour and takes 2 hours to reach Station B. On its return journey, the train encounters varying conditions that reduce its speed to 45 miles per hour. What is the total time taken for the round trip?",0.829,70.0,85.0,85.0,90.0,90.0,85.0,95.0,92.85714285714286,1.0,0.9150163414401202
110,"If a train travels from City A to City B at a speed of 60 mph and reaches City B in 4 hours, how long would it take another train traveling from City B to City A at 70 mph to complete the journey considering there's a hill midway?","Two cities, City A and City B, are 480 miles apart. A train departs from City A to City B at a constant speed of 60 mph and arrives after 4 hours. Another train departs from City B towards City A at a constant speed of 70 mph. The journey includes a 1-hour delay due to a hill midway that reduces the second train's effective speed to 50 mph for 20 miles. How long will it take for the second train to reach City A from City B, including the delay and the reduced speed segment?",0.986,85.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9595125662349888
111,"Three people are sharing a certain amount of money. If two of them receive equal amounts and the third person receives $10 more than the average of all three, how much money does each person receive?","Three friends, Alice, Bob, and Carol, are sharing a total of $100. If Alice and Bob each receive the same amount and Carol receives $10 more than the average share of all three, how much money does each friend get?"",
    ""solution"": ""First, let \( x \) represent the amount of money Alice and Bob each receive. Since Carol receives $10 more than the average share, her share can be expressed as \( \frac{2x + C}{3} + 10 \), where \( C \) is Carol's share. Given that the total amount is $100, we can set up the equation: \( 2x + C = 100 \). Substitute \( C \) with \( \frac{2x + C}{3} + 10 \) and solve for \( x \). Simplify and solve the resulting linear equation to find the values of \( x \) and \( C \). Finally, calculate the shares of Alice, Bob, and Carol.",0.824,70.0,85.0,85.0,85.0,85.0,85.0,95.0,90.71428571428571,1.0,0.9196031103347022
112,"A train travels from City A to City B, and its speed is twice as fast as another train traveling from City C to City D. If the first train takes 3 hours to reach its destination, how long does the second train take to reach City D assuming both cities are 180 km apart?","Two trains start their journeys at the same time. Train X travels from City A to City B, a distance of 180 km, at a constant speed. Train Y travels from City C to City D, also a distance of 180 km, at a constant speed that is half that of Train X. If Train X takes 3 hours to complete its journey, how long will Train Y take to reach City D?",0.99,90.0,90.0,90.0,90.0,90.0,85.0,95.0,95.0,1.0,0.9703043064541751
