question_id,original_question,improved_question,quality_score,remembering_score,understanding_score,applying_score,analyzing_score,evaluating_score,creating_score,language_score,average_confidence,pass_rate,agent_agreement
100,"If a train leaves Town A at 3:00 PM traveling at 50 miles per hour, and another train leaves Town B for Town A at the same time traveling at 60 miles per hour, how long will it take for the trains to meet?","Two trains, one traveling at 50 miles per hour from Town A and the other at 60 miles per hour from Town B, are headed towards each other on a straight track. If the distance between Town A and Town B is 240 miles, and the trains depart from their respective towns at the same time, at what time will they meet if the first train departs at 3:00 PM?",0.99,90.0,90.0,90.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9807126791906836
101,"If a train travels from City A to City B at a speed of 60 miles per hour, and leaves at 3 PM, what time will it arrive at City B?","A train departs City A at 3 PM and travels to City B at a constant speed of 60 miles per hour. Assuming there are no stops or delays, and the distance between City A and City B is 240 miles. What time will the train arrive at City B, given that the time zone difference between City A and City B is 1 hour?",0.829,80.0,90.0,85.0,90.0,90.0,85.0,85.0,92.85714285714286,1.0,0.9595125662349888
102,"If a train travels from City A to City B at a constant speed, and then returns to City A at a different constant speed, how long does the entire journey take?","A train travels from City A to City B at a constant speed of 60 km/h and returns to City A at a constant speed of 80 km/h. The distance between City A and City B is 240 km. What is the total time taken for the entire round trip, assuming the train travels at a constant speed for each leg of the journey?",0.991,90.0,90.0,90.0,90.0,95.0,90.0,95.0,95.42857142857143,1.0,0.9752947057799345
103,"A rectangle has a length that is twice its width and an area of 50 square units. If the perimeter of the rectangle is increased by 10 units, what does the new width become?","In a rectangle with a length twice its width, the area is 50 square units. If the perimeter of the rectangle is increased by 10 units, find the new width, assuming that the increase in perimeter is achieved by proportionally increasing the length and width."",
  ""solution"": ""Let's denote the original width as \text{\emph{w}}. Given that the length is twice the width, the original length is \text{\emph{2w}}. The area of the rectangle is given by the product of its length and width, so we have \text{\emph{w * 2w = 50}}, which simplifies to \text{\emph{2w^2 = 50}}. Solving for \text{\emph{w}}, we get \text{\emph{w = \sqrt{25} = 5}}. The original perimeter is given by \text{\emph{2(w + 2w)}} or \text{\emph{6w}}, which is equal to \text{\emph{6 * 5 = 30}} units. When the perimeter is increased by 10 units, the new perimeter becomes \text{\emph{30 + 10 = 40}} units. Since the increase in perimeter is achieved proportionally, we can set up the proportion \text{\emph{\frac{new\ perimeter}{original\ perimeter} = \frac{new\ length + new\ width}{original\ length + original\ width}}}. Given that the length is twice the width, the proportion becomes \text{\emph{\frac{40}{30} = \frac{2new\ width + new\ width}{2w + 2(2w)}}}. Solving this proportion, we get \text{\emph{\frac{40}{30} = \frac{3new\ width}{4w}}}. Cross-multiplying and simplifying, we get \text{\emph{40 * 4w = 30 * 3new\ width}}, which simplifies to \text{\emph{160w = 90new\ width}}. Dividing both sides by 90, we get \text{\emph{new\ width = \frac{160w}{90}}} = \text{\emph{\frac{16w}{9}}}. Substituting \text{\emph{w = 5}}, we get \text{\emph{new\ width = \frac{16 * 5}{9} = \frac{80}{9}}}. Therefore, the new width is \text{\emph{\frac{80}{9}}} units.",0.983,90.0,85.0,85.0,85.0,85.0,85.0,85.0,91.42857142857143,1.0,0.9795875854768068
104,"Two trains leave from the same station heading opposite directions on parallel tracks at the same exact time. If Train A travels at twice the speed of Train B and Train B takes 3 hours to reach its destination, how long does it take Train A to reach its destination?","Two trains, A and B, leave from the same station heading in opposite directions on parallel tracks at the same exact time. Train A travels at twice the speed of Train B. Given that Train B covers a distance of 240 miles to reach its destination in 3 hours, how long does it take Train A to cover a distance of 480 miles to reach its destination?",0.831,80.0,90.0,85.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9502869838470244
105,"A train leaves Town A heading towards Town B at a speed of 80 km/h. Two hours later, another train leaves Town B heading towards Town A at a speed of 100 km/h. At what time do the trains meet?","Two trains are moving towards each other on a straight track between Town A and Town B. Train A departs from Town A at 9:00 AM at a speed of 80 km/h, and Train B departs from Town B 2 hours later at 11:00 AM at a speed of 100 km/h. If the distance between Town A and Town B is 240 km, at what time do the two trains meet?",0.99,90.0,90.0,85.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9703043064541751
106,"A train travels towards a city at a speed of 60 km/h. After 2 hours, another train starts from the same point at a speed of 80 km/h. How long will it take for the second train to catch up with the first train if both trains maintain constant speeds until they meet at the city?","Two trains are traveling in the same direction on a straight track. The first train travels at a constant speed of 60 km/h and has a 2-hour head start. If a second train starts from the same starting point and travels at a speed of 80 km/h, how long will it take for the second train to catch up with the first train?",0.831,80.0,90.0,85.0,90.0,90.0,90.0,95.0,94.28571428571429,1.0,0.9502869838470244
107,"If a car travels at a constant speed of 60 mph and a second car starts traveling towards it from a distance of 120 miles at a constant speed of 70 mph, find the point where the cars meet, assuming they started at the same point.","Two cars, A and B, start from the same point on a straight road. Car A travels at a constant speed of 60 mph, while car B starts 120 miles away from car A and travels towards it at a constant speed of 70 mph. At what time (in hours) do the two cars meet, and what is the distance from car A's starting point to the meeting point?",0.827,60.0,85.0,85.0,85.0,85.0,85.0,95.0,92.14285714285714,1.0,0.8799276872656542
108,"In a class of 30 students, half of them have bicycles. How many bicycles are there if each bicycle can hold two students and are evenly distributed?","In a class of 30 students, 15 students ride bicycles to school, and each bicycle can hold two students. If the bicycles are evenly distributed among the students who use them, how many bicycles are required for transportation?",0.829,80.0,85.0,85.0,85.0,85.0,85.0,95.0,92.85714285714286,1.0,0.9514087342096225
109,"A train travels from Station A to Station B with a speed of 60 miles per hour. If it returns to Station A, what is the total time taken for the round trip?","A train travels from Station A to Station B at a constant speed of 60 miles per hour. If the distance between Station A and Station B is 240 miles, and assuming the return journey follows the same route and speed, what is the total time taken for the round trip?",0.991,90.0,85.0,85.0,90.0,90.0,90.0,100.0,95.71428571428571,1.0,0.948565550012636
110,"If a train travels from City A to City B at a speed of 60 mph and reaches City B in 4 hours, how long would it take another train traveling from City B to City A at 70 mph to complete the journey considering there's a hill midway?","A train travels from City A to City B at a constant speed of 60 mph and reaches City B in 4 hours. If a second train travels from City B to City A at a constant speed of 70 mph but experiences a 25% reduction in speed due to a 2-mile-long hill midway, how long will it take for the second train to complete the journey from City B to City A?",0.826,80.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.9514087342096225
111,"Three people are sharing a certain amount of money. If two of them receive equal amounts and the third person receives $10 more than the average of all three, how much money does each person receive?","Three friends, Alex, Ben, and Chris, share a total of $900 equally. However, Chris receives $10 more than the average amount each person would receive if the money were divided equally among them. How much money does each person receive?",0.826,70.0,85.0,85.0,85.0,85.0,85.0,95.0,91.42857142857143,1.0,0.9196031103347022
112,"A train travels from City A to City B, and its speed is twice as fast as another train traveling from City C to City D. If the first train takes 3 hours to reach its destination, how long does the second train take to reach City D assuming both cities are 180 km apart?","Two trains, A and B, travel on parallel routes between City A and City B, and City C and City D, respectively. Train A travels at a speed twice that of Train B. If Train A covers a distance of 180 km in 3 hours, find the time it takes for Train B to cover the same distance of 180 km.",0.99,90.0,90.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.9642229123600033
113,"A rectangle has a perimeter of 50 meters. If the width is doubled, what will the new perimeter be?","In a rectangle with an unknown original perimeter of 50 meters, the length is increased by 25% while the width remains unchanged. What is the new perimeter, expressed as a percentage increase from the original perimeter?",0.517,70.0,85.0,85.0,85.0,70.0,70.0,70.0,87.14285714285714,1.0,0.9028756556503433
114,"A train leaves a station heading east at 80 km/h. At the same time, a bird leaves the same station heading west. How long does it take for the bird and the train to be 100 km apart?","A train leaves a station heading east at 80 km/h. At the same time, a bird leaves the same station heading west at 35 km/h. Assuming they are initially 1 km apart and travel along a straight path, how long does it take for the bird and the train to be 180 km apart?",0.831,80.0,85.0,85.0,85.0,85.0,85.0,95.0,94.28571428571429,1.0,0.9514087342096225
115,"A bag contains red and blue marbles. If you pick a marble at random, what is the probability that it is red?","A bag contains 5 red marbles and 8 blue marbles. If you pick a marble at random, what is the probability that it is red? Assume that each marble is equally likely to be chosen and the selection is done without replacement.",0.833,80.0,85.0,85.0,90.0,90.0,90.0,95.0,95.0,1.0,0.9485808510541727
116,"If a train travels from City A to City B and your friend takes a picture with an umbrella, how many apples does the seller at the station have?","A train station in City A has a small fruit stand selling apples. The fruit stand receives a daily shipment of 120 apples and sells an average of 40 apples per hour. If a train arrives at the station at 10:00 AM and departs at 12:00 PM, how many apples does the seller have left after the train's visit?",0.834,60.0,90.0,90.0,95.0,95.0,95.0,95.0,95.42857142857143,1.0,0.8660221957593859
117,A train travels from Station A to Station B. It travels the first half of the distance at 60 km/h and the second half at 90 km/h. Calculate the average speed of the train during the journey.,"A train travels from Station A to Station B, covering a total distance of 240 km. It travels the first 120 km at a speed of 60 km/h and the next 120 km at a speed of 90 km/h. Calculate the average speed of the train during the entire journey.",0.831,80.0,85.0,85.0,90.0,90.0,85.0,95.0,94.28571428571429,1.0,0.9481593826201905
118,"If a train travels from City A to City B, 150 miles apart, but the train's speed is only given in kilometers per hour (km/h), how long will it take for the train to reach City B?","A train travels from City A to City B, a distance of 150 miles. If the train's speed is 60 kilometers per hour, and there are 1.60934 kilometers in a mile, how long will it take for the train to reach City B in hours?",0.99,100.0,90.0,85.0,90.0,90.0,85.0,95.0,95.0,1.0,0.945447218659248
119,"If a car travels at a speed of 60 miles per hour, how far will it travel in two hours while carrying five passengers?","A car travels at a constant speed of 60 miles per hour on a straight, flat road with no external factors affecting its speed. What is the distance it will travel in two hours?",0.834,80.0,85.0,85.0,90.0,90.0,85.0,100.0,95.71428571428571,1.0,0.9329576321037779
120,A train leaves Station A traveling at some speed and takes 3 hours to travel 180 miles. Another train leaves Station B traveling towards Station A at 60 mph at a different time. When do the trains meet?,Two trains are traveling towards each other on a straight track. Train A leaves Station A at 8:00 AM and travels at a constant speed of 60 mph. Train B leaves Station B at 9:00 AM and travels at a constant speed of 80 mph. How many hours after 8:00 AM will the two trains meet?,0.827,80.0,85.0,85.0,90.0,85.0,85.0,95.0,92.14285714285714,1.0,0.9490544297275291
